Code,Product,Cost,A,B,C,Price - A,Price - B,Price - C,Replacement Technology Type,Related To,KW YN,Replacement KWh,Replacement KWh - Actual,Supplier,Class of Product,Appearance,Description,Maintenance Cost,Replacement KVA,Replacement KVA - Actual,Installation Type,Time Per Each - Rewire,Time Per Each - Retro,Time Per Each - New,Materials - New,Fitting - Type,Lumen Output,Temperature,Temperature Name,Guarantee Term,Replacement Litres,Time Per Each - Water,Function,Setting Number,Size,Existing 1,Existing 2,Existing 3,Existing 4,Existing 5,Existing 6,Existing 7,Existing 8,Existing 9,Existing 10,Existing 11,Existing 12,Existing 13,Existing 14,Existing 15,Existing 16,Existing 17,Existing 18,Existing 19,Existing 20,Existing 21,Existing 22,Existing 23,Existing 24,Existing 25,Existing 26,Existing 27,Existing 28,Existing 29,Existing 30
FL29INTDL,29W int LED Downlight 29W DL 1,R 344.37,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.029,Opple,Downlight,Downlight,Recessed,R 1.03,0.297435897,0.297435897,Retro / Rewire ,20,20,20,,Downlight ,2500,5700,DL,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 7W,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 10W,PL 2 Pin - 2 X 11W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 11W,PL 4 Pin - 2 X 18W,PL 4 Pin - 2 X 24W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,T8 - 3 X 18W - 2 foot,T8 - 3 X 36W - 4 foot,,,,,,,,,,,
FL42INTRDL,42W int LED Downlight 42W DL,R 385.48,10.00%,20.00%,30.00%,R 715.50,,,Integrated,Hours Per Year,Yes,0.042,0.042,Opple,Downlight,Downlight,Recessed,R 1.16,,,Retro / Rewire ,20,20,20,,Downlight ,3900,5700,DL,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 7W,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 10W,PL 2 Pin - 2 X 11W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 11W,PL 4 Pin - 2 X 18W,PL 4 Pin - 2 X 24W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,PL 4 Pin - 2 X 13W,T8 - 3 X 18W - 2 foot,T8 - 3 X 36W - 4 foot,,,,,,,,,,
FL42INTRC,42W int LED Downlight 42W CW,R 385.38,10.00%,20.00%,30.00%,R 715.50,,,Integrated,Hours Per Year,Yes,0.042,0.042,Opple,Downlight,Downlight,Recessed,R 1.16,,,Retro / Rewire ,20,20,20,,Downlight ,3400,4000,CW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 7W,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 10W,PL 2 Pin - 2 X 11W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 11W,PL 4 Pin - 2 X 18W,PL 4 Pin - 2 X 24W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,PL 4 Pin - 2 X 13W,T8 - 3 X 18W - 2 foot,T8 - 3 X 36W - 4 foot,,,,,,,,,,
FL42INTRW,42W int LED Downlight 42W WW,R 385.57,10.00%,20.00%,30.00%,R 715.15,,,Integrated,Hours Per Year,Yes,0.042,0.042,Opple,Downlight,Downlight,Recessed,R 1.16,,,Retro / Rewire ,20,20,20,,Downlight ,3650,3000,WW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 7W,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 10W,PL 2 Pin - 2 X 11W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 11W,PL 4 Pin - 2 X 18W,PL 4 Pin - 2 X 24W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,PL 4 Pin - 2 X 13W,T8 - 3 X 18W - 2 foot,T8 - 3 X 36W - 4 foot,,,,,,,,,,
FL42INTDL,42W int LED Downlight  42W DL,R 388.76,10.00%,20.00%,30.00%,R 715.50,,,Integrated,Hours Per Year,Yes,0.042,0.042,Opple,Downlight,Downlight,Recessed,R 1.17,0.430769231,0.430769231,Retro / Rewire ,20,20,20,,Downlight ,3800,5700,DL,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 7W,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 10W,PL 2 Pin - 2 X 11W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 11W,PL 4 Pin - 2 X 18W,PL 4 Pin - 2 X 24W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,PL 4 Pin - 2 X 13W,T8 - 3 X 18W - 2 foot,T8 - 3 X 36W - 4 foot,,,,,,,,,,
FLCDL13WD,13W LED Downlight WW Dim,R 274.96,10.00%,20.00%,30.00%,R 432.00,,,Integrated,Hours Per Year,Yes,0.013,0.013,Aurora,Downlight,Downlight,Recessed,R 0.82,,,Retro / Rewire ,20,20,20,,Downlight ,760,3000,WW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 11W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,MR16 - 50W,MR16 - 20W,MR16 - 35W,GU10 - 50W,GU10 - 35W,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,,,,,,,
FLCDL13CD,13W LED Downlight CW,R 313.54,10.00%,20.00%,30.00%,R 521.96,,,Integrated,Hours Per Year,Yes,0.013,0.013,Aurora,Downlight,Downlight,Recessed,R 0.94,0.133333333,0.133333333,Retro / Rewire ,20,20,20,,Downlight ,850,4000,CW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 11W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,MR16 - 50W,MR16 - 20W,MR16 - 35W,GU10 - 50W,GU10 - 35W,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,,,,,,,
FLCDL19CD,19W LED Downlight CW,R 464.98,10.00%,20.00%,30.00%,R 625.50,,,Integrated,Hours Per Year,Yes,0.019,0.019,Aurora,Downlight,Downlight,Recessed,R 1.39,0.194871795,0.194871795,Retro / Rewire ,20,20,20,,Downlight ,1200,4000,CW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 4 Pin - 1 X 11W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,MR16 - 50W,MR16 - 20W,MR16 - 35W,GU10 - 50W,GU10 - 35W,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,,,,,,,,,
FLCDL32CD2,32W LED Downlight CW,R 705.42,10.00%,20.00%,30.00%,R 1 111.05,,,Integrated,Hours Per Year,Yes,0.032,0.032,Aurora,Downlight,Downlight,Recessed,R 2.12,0.194871795,0.194871795,Retro / Rewire ,20,20,20,,Downlight ,1200,4000,CW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 11W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,MR16 - 50W,MR16 - 20W,MR16 - 35W,GU10 - 50W,GU10 - 35W,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,,,,,,,
FLVEN200,200W Venture Kit Metal halide CW,R 585.00,10.00%,20.00%,30.00%,R 950.94,,,Industrial,Hours Per Year,Yes,0.2,0.2,Opple,Venture kit,Industrial,Surfaced,R 1.76,,,,45,45,45,,Downlight ,20000,4000,CW,24,,,,,,Highbay CFL - 105W,Highbay CFL - 85W,Highbay MV - 400W,Highbay MV - 250W,Highbay MH - 400W,Highbay MH - 250W,Highbay HPS - 400W,Highbay HPS - 250W,,,,,,,,,,,,,,,,,,,,,,
FLHB200,200W LED High Bay DL,R 3 738.68,10.00%,20.00%,30.00%,R 5 399.10,,,Industrial,Hours Per Year,Yes,0.2,0.2,Opple,Industrial,Industrial,Surfaced,R 11.22,2.051282051,2.051282051,Retro / Rewire ,45,45,45,,Highbay,16000,5700,DL,36,,,,,,Highbay CFL - 105W,Highbay CFL - 85W,Highbay MV - 400W,Highbay MV - 250W,Highbay MH - 400W,Highbay MH - 250W,Highbay HPS - 400W,Highbay HPS - 250W,,,,,,,,,,,,,,,,,,,,,,
FLCPAN40C,40W LED Dim Panel 600 x 600 CW,R 1 302.86,10.00%,20.00%,30.00%,R 2 052.00,,,Industrial,Hours Per Year,Yes,0.04,0.04,Aurora,Integrated,Integrated,Recessed,R 3.91,0.41025641,0.41025641,Retro / Rewire ,15,15,15,,LED Panel,3400,4000,CW,36,,,,,,T8 - 4 X 18W - 2 foot,T8 - 3 X 18W - 2 foot,T8 - 2 X 18W - 2 foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLCPAN70C,70W LED Dim Panel 600 x 1200 CW,R 2 646.89,10.00%,20.00%,30.00%,R 4 168.85,,,Industrial,Hours Per Year,Yes,0.07,0.07,Aurora,Integrated,Integrated,Recessed,R 7.94,0.717948718,0.717948718,Retro / Rewire ,15,15,15,,LED Panel,5780,4000,CW,36,,,,,,T8 - 4 X 36W - 4 foot,T8 - 3 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL26PANC,26W LED Panel  600 x 600 CW,R 819.48,10.00%,20.00%,30.00%,R 1 349.10,,,Industrial,Hours Per Year,Yes,0.026,0.026,Opple,Integrated,Integrated,Recessed,R 2.46,0.266666667,0.266666667,Retro / Rewire ,15,15,15,,LED Panel,2500,4000,DL,36,,,,,,T8 - 4 X 18W - 2 foot,T8 - 3 X 18W - 2 foot,T8 - 2 X 18W - 2 foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL26PANDL,26W LED Panel  600 x 600 DL,R 818.16,10.00%,20.00%,30.00%,R 1 349.10,,,Industrial,Hours Per Year,Yes,0.026,0.026,Opple,Integrated,Integrated,Recessed,R 2.45,,,Retro / Rewire ,15,15,15,,LED Panel,2600,5700,DL,36,,,,,,T8 - 4 X 18W - 2 foot,T8 - 3 X 18W - 2 foot,T8 - 2 X 18W - 2 foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL80PANDL,77W LED Panel  600 x 1200 DL,R 1 431.90,10.00%,20.00%,30.00%,R 2 313.00,,,Industrial,Hours Per Year,Yes,0.077,0.077,Opple,Integrated,Integrated,Recessed,R 4.30,0.78974359,0.78974359,Retro / Rewire ,15,15,15,,LED Panel,6400,5700,DL,36,,,,,,T8 - 4 X 36W - 4 foot,T8 - 3 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL80PANC,77W LED Panel  600 x 1200 CW,R 1 437.50,10.00%,20.00%,30.00%,R 2 313.00,,,Industrial,Hours Per Year,Yes,0.077,0.077,Opple,LED Tube ,Integrated,Recessed,R 4.31,,,Retro / Rewire ,15,15,15,,LED Panel,6800,4000,CW,36,,,,,,T8 - 4 X 36W - 4 foot,T8 - 3 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL8WT8W,8W LED T8 600mm 2Ft WW,R 95.74,10.00%,20.00%,30.00%,R 161.96,,,Industrial,Hours Per Year,Yes,0.008,0.008,Opple,LED Tube ,Industrial,Surfaced,R 0.29,0.143589744,0.143589744,Retro / Rewire ,15,15,20,,T8,640,3000,WW,36,,,,,,T8 - 2 X 18W - 2 foot,T8 - 1 X 18W - 2 foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL9WT8C,9W LED T8 600mm 2Ft CW,R 95.86,10.00%,20.00%,30.00%,R 161.96,,,Industrial,Hours Per Year,Yes,0.009,0.009,Opple,LED Tube ,Industrial,Surfaced,R 0.29,0.143589744,0.143589744,Retro / Rewire ,15,15,20,,T8,640,4000,CW,36,,,,,,T8 - 2 X 18W - 2 foot,T8 - 1 X 18W - 2 foot,T12 - 1 X 20W - 2 foot,T12 - 2 X 20W - 2 foot,,,,,,,,,,,,,,,,,,,,,,,,,,
FL20WT8W,20W LED T8 1200mm 4Ft WW,R 167.55,10.00%,20.00%,30.00%,R 269.96,,,Industrial,Hours Per Year,Yes,0.02,0.02,Opple,LED Tube ,Industrial,Surfaced,R 0.50,,0.205128205,Retro / Rewire ,15,15,20,,T8,1800,3000,WW,36,,,,,,T8 - 1 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,T12 - 1 X 40W - 4 foot,T12 - 2 X 40W - 4 foot,,,,,,,,,,,,,,,,,,,,,,,,,,
FL21WT8C,21W LED T8 1200mm 4Ft CW,R 167.70,10.00%,20.00%,30.00%,R 269.96,,,Industrial,Hours Per Year,Yes,0.021,0.021,Opple,LED Tube ,Industrial,Surfaced,R 0.50,,0.215384615,Retro / Rewire ,15,15,20,,T8,1800,4000,CW,36,,,,,,T8 - 1 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,T12 - 1 X 40W - 4 foot,T12 - 2 X 40W - 4 foot,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC20T8C,20W LED T8 1200mm 4Ft CW,R 166.90,10.00%,20.00%,30.00%,R 267.70,,,Industrial,Hours Per Year,Yes,0.02,0.02,Aurora,LED Tube ,Industrial,Surfaced,R 0.50,,0.205128205,Retro / Rewire ,15,15,20,,T8,1800,4000,CW,36,,,,,,T8 - 1 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,T12 - 1 X 40W - 4 foot,T12 - 2 X 40W - 4 foot,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC25T8C,25W LED T8 1500mm 5Ft CW,R 550.07,10.00%,20.00%,30.00%,R 866.66,,,Industrial,Hours Per Year,Yes,0.025,0.025,Aurora,LED Tube ,Industrial,Surfaced,R 1.65,,,Retro / Rewire ,15,15,20,,T8,2064,4000,CW,36,,,,,,T8 - 1 X 58W - 5 foot,T8 - 2 X 58W - 5 foot,T12 - 1 X 65W - 5 foot,T12 - 2 X 65W - 5 foot,,,,,,,,,,,,,,,,,,,,,,,,,,
FLIQ24T8DL,24W LED T8 1500mm 5ft DL,R 188.45,10.00%,20.00%,30.00%,R 340.18,,,Industrial,Hours Per Year,Yes,0.024,0.024,Azoteq,LED Tube ,Industrial,Surfaced,R 0.57,,,Retro / Rewire ,15,15,20,,T8,2064,5700,DL,36,,,,,,T8 - 1 X 58W - 5 foot,T8 - 2 X 58W - 5 foot,T12 - 1 X 65W - 5 foot,T12 - 2 X 65W - 5 foot,,,,,,,,,,,,,,,,,,,,,,,,,,
FLEMLD2,2W LED Emergency Light DL,R 356.89,10.00%,20.00%,30.00%,R 625.50,,,Integrated,Hours Per Year,Yes,0.002,0.002,Aurora,Fluorescent,Fluorescent,Recessed,R 1.07,,,Retro / Rewire ,0,15,15,,Downlight,110,5700,DL,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,MR16 - 20W,,,,,,,,,,,,,,,,,,,,,,,,
FLSLR6DL,6W Slim Round Downlight DL,R 98.49,10.00%,20.00%,30.00%,R 177.26,,,Integrated,Hours Per Year,Yes,0.006,0.006,Opple,Downlight,Downlight,Recessed,R 0.30,,,Retro / Rewire ,20,20,20,,Downlight,360,6400,DL,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 60W - Incan,E27 - 100W - Incan,E27 - 40W - Incan,,,,,,,,,,,,,,,,
FLSLR6C,6W Slim Round Downlight CW,R 98.49,10.00%,20.00%,30.00%,R 177.26,,,Integrated,Hours Per Year,Yes,0.006,0.006,Opple,Downlight,Downlight,Recessed,R 0.30,,,Retro / Rewire ,20,20,20,,Downlight,360,4100,CW,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incan,B22 - 100W - Incan,,,,,,,,,,,,,,,,,
FLSLR6W,6W Slim Round Downlight WW,R 99.00,10.00%,20.00%,30.00%,R 165.00,,,Integrated,Hours Per Year,Yes,0.006,0.006,Opple,Downlight,Downlight,Recessed,R 0.30,,,Retro / Rewire ,20,20,20,,Downlight,360,3100,WW,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 60W - Incan,E27 - 100W - Incan,E27 - 40W - Incan,,,,,,,,,,,,,,,,
FLSLR12DL,12W Slim Round Downlight DL,R 152.21,10.00%,20.00%,30.00%,R 274.05,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Downlight,Downlight,Recessed,R 0.46,,,Retro / Rewire ,20,20,20,,Downlight,820,6400,DL,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incan,B22 - 100W - Incan,,,,,,,,,,,,,,,,,
FLSLR12C,12W Slim Round Downlight CW,R 152.21,10.00%,20.00%,30.00%,R 274.05,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Downlight,Downlight,Recessed,R 0.46,,,Retro / Rewire ,20,20,20,,Downlight,820,4100,CW,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 60W - Incan,E27 - 100W - Incan,E27 - 40W - Incan,,,,,,,,,,,,,,,,
FLSLR12W,12W Slim Round Downlight WW,R 152.21,10.00%,20.00%,30.00%,R 274.05,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Downlight,Downlight,Recessed,R 0.46,,,Retro / Rewire ,20,20,20,,Downlight,820,3100,WW,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incan,B22 - 100W - Incan,,,,,,,,,,,,,,,,,
FLSLS6DL,6W Slim Square Downlight DL,R 98.49,10.00%,20.00%,30.00%,R 177.26,,,Integrated,Hours Per Year,Yes,0.006,0.006,Opple,Downlight,Downlight,Recessed,R 0.30,,,Retro / Rewire ,20,20,20,,Downlight,360,6400,DL,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 60W - Incan,E27 - 100W - Incan,E27 - 40W - Incan,,,,,,,,,,,,,,,,
FLSLS6C,6W Slim Square Downlight CW,R 98.49,10.00%,20.00%,30.00%,R 177.26,,,Integrated,Hours Per Year,Yes,0.006,0.006,Opple,Downlight,Downlight,Recessed,R 0.30,,,Retro / Rewire ,20,20,20,,Downlight,360,4100,CW,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incan,B22 - 100W - Incan,,,,,,,,,,,,,,,,,
FLSLS6W,6W Slim Square Downlight WW,R 98.49,10.00%,20.00%,30.00%,R 177.26,,,Integrated,Hours Per Year,Yes,0.006,0.006,Opple,Downlight,Downlight,Recessed,R 0.30,,,Retro / Rewire ,20,20,20,,Downlight,360,3100,WW,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 60W - Incan,E27 - 100W - Incan,E27 - 40W - Incan,,,,,,,,,,,,,,,,
FLSLS12DL,12W Slim Square Downlight DL,R 152.21,10.00%,20.00%,30.00%,R 274.05,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Downlight,Downlight,Recessed,R 0.46,,,Retro / Rewire ,20,20,20,,Downlight,360,6400,DL,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incan,B22 - 100W - Incan,,,,,,,,,,,,,,,,,
FLSLS12C,12W Slim Square Downlight CW,R 159.73,10.00%,20.00%,30.00%,R 274.05,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Downlight,Downlight,Recessed,R 0.48,,,Retro / Rewire ,20,20,20,,Downlight,360,4100,CW,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 60W - Incan,E27 - 100W - Incan,E27 - 40W - Incan,,,,,,,,,,,,,,,,
FLSLS12W,12W Slim Square Downlight WW,R 152.21,10.00%,20.00%,30.00%,R 274.05,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Downlight,Downlight,Recessed,R 0.46,,,Retro / Rewire ,20,20,20,,Downlight,360,3100,WW,36,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 50W,MR16 - 35W,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incan,B22 - 100W - Incan,,,,,,,,,,,,,,,,,
FLIQGU10CD,4.5W LED GU10 manual dim CW,R 60.92,10.00%,20.00%,30.00%,R 109.76,,,Downlight,Hours Per Year,Yes,0.0045,0.0045,Azoteq,Downlight,Downlight,Recessed,R 0.18,,,Retro,10,10,10,,Downlight,300,4000,CW,24,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 20W,MR16 - 35W,MR16 - 50W,MR16 - 75W,,,,,,,,,,,,,,,,,,,,,,,
FLIQGU10WD,4.5W LED GU10 manual dim WW,R 62.40,10.00%,20.00%,30.00%,R 118.30,,,Downlight,Hours Per Year,Yes,0.0045,0.0045,Azoteq,GU10,Downlight,Recessed,R 0.19,,,Retro,10,10,10,,GU10,300,3000,WW,24,,,,,,GU10 - 20W - Hal,GU10 - 50W,GU10 - 35W,MR16 - 20W,MR16 - 35W,MR16 - 50W,MR16 - 75W,GU10 - 5W - LED,GU10 - 6W - LED,GU10 - 7W - LED,GU10 - 8W - LED,GU10 - 9W - LED,MR16 - 4W - LED,MR16 - 5W - LED,MR16 - 6W - LED,MR16 - 7W - LED,MR16 - 8W - LED,MR16 - 9W - LED,GU10 - 13W - CFL,,,,,,,,,,,
FLIQA19E27CD,9W LED GLS manual dim CW E27,R 74.48,10.00%,20.00%,30.00%,R 134.96,,,GLS,Hours Per Year,Yes,0.009,0.009,Azoteq,GLS,Downlight,Recessed,R 0.22,,,Retro,12,5,10,,GLS,620,4000,CW,24,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 60W - Incan,E27 - 100W - Incan,E27 - 40W - Incan,,,,,,,,,,,,,,,,,,,,,,,,,
FLIQA19B22CD,9W LED GLS manual dim CW B22,R 74.97,10.00%,20.00%,30.00%,R 134.96,,,GLS,Hours Per Year,Yes,0.009,0.009,Azoteq,GLS,Downlight,Recessed,R 0.22,,,Retro,12,5,10,,GLS,620,4000,CW,24,,,,,,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incan,B22 - 100W - Incan,B22 - 40W - GLS,,,,,,,,,,,,,,,,,,,,,,,,,
FLIQA19E27WD,9W LED GLS manual dim WW E27,R 76.74,10.00%,20.00%,30.00%,R 134.96,,,GLS,Hours Per Year,Yes,0.009,0.009,Azoteq,GLS,Downlight,Recessed,R 0.23,,,Retro,12,5,10,,GLS,620,3000,WW,24,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 60W - Incan,E27 - 100W - Incan,E27 - 40W - Incan,,,,,,,,,,,,,,,,,,,,,,,,,
FLIQA19B22WD,9W LED GLS manual dim WW B22,R 76.59,10.00%,20.00%,30.00%,R 153.00,,,GLS,Hours Per Year,Yes,0.009,0.009,Azoteq,GLS,Downlight,Recessed,R 0.23,,,Retro,12,5,10,,GLS,620,3000,WW,24,,,,,,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incan,B22 - 100W - Incan,B22 - 40W - GLS,,,,,,,,,,,,,,,,,,,,,,,,,
