Code,Product,Cost,A,B,C,Price - A,Price - B,Price - C,Replacement Technology Type,Related To,KW YN,Replacement KWh,Replacement KWh - Actual,Supplier,Class of Product,Appearance,Description,Maintenance Cost,Replacement KVA,Replacement KVA - Actual,Installation Type,Time Per Each - Rewire,Time Per Each - Retro,Time Per Each - New,Materials - New,Fitting - Type,Lumen Output,Temperature,Temperature Name,Guarantee Term,Replacement Litres,Time Per Each - Water,Function,Setting Number,Size,Existing 1,Existing 2,Existing 3,Existing 4,Existing 5,Existing 6,Existing 7,Existing 8,Existing 9,Existing 10,Existing 11,Existing 12,Existing 13,Existing 14,Existing 15,Existing 16,Existing 17,Existing 18,Existing 19,Existing 20
FSFR2,3L FLOW REG,,,,,R 5.00,,,Flowregulator,Number Per Day,Yes,0.116,0.116,ELLIES,FLOWREGULATOR,RECESSED,FLOWREGULATOR,,,,,,,,,,,,,12,3,MINUTE,SINGLE,1,1/2 inch,Existing - Flowregulator,,,,,,,,,,,,,,,,,,,
FSFR3,5L FLOW REG,,,,,R 5.00,,,Flowregulator,Number Per Day,Yes,0.174,0.174,ELLIES,FLOWREGULATOR,RECESSED,FLOWREGULATOR,,,,,,,,,,,,,12,5,MINUTE,SINGLE,1,1/2 inch,Existing - Flowregulator,,,,,,,,,,,,,,,,,,,
FSFR9,9L Shower Adaptor,,,,,R 5.00,,,Flowregulator,Number Per Day,Yes,0.29,0.29,ELLIES,FLOWREGULATOR,SURFACED,FLOWREGULATOR,,,,,,,,,,,,,12,9,MINUTE,SINGLE,1,1/2 inch,Existing - Wall,Existing - Ceiling,,,,,,,,,,,,,,,,,,
FSFSH1,LOTUS,,,,,R 28.50,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH18,CYPRESS,,,,,R 75.50,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Ceiling,,,,,,,,,,,,,,,,,,,
FSFSH2,MARIGOLD,,,,,R 35.50,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,4 FUNCTION,4,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH21,CALLA LILY,,,,,R 46.00,,,Handshower,Number Per Day,Yes,0.319,0.319,ELLIES,HANDSHOWER,SURFACED,HANDSHOWER,,,,,,,,,,,,,12,10,MINUTE,3 FUNCTION,3,1/2 inch,Existing - Handshower,,,,,,,,,,,,,,,,,,,
FSFSH23,STORM,,,,,R 25.50,,,Showerhead,Number Per Day,Yes,0.261,0.261,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,8,MINUTE,3 FUNCTION,3,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH3,SUNFLOWER,,,,,R 31.50,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Ceiling,,,,,,,,,,,,,,,,,,,
FSFSH5,PROTEA,,,,,R 34.50,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,8 FUNCTION,8,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH6,ROSEBUD WHITE,,,,,R 18.00,,,Showerhead,Number Per Day,Yes,0.29,0.29,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,9,MINUTE,3 FUNCTION,3,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH7,ROSEBUD CHROME,,,,,R 17.50,,,Showerhead,Number Per Day,Yes,0.29,0.29,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,9,MINUTE,3 FUNCTION,3,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH8,MEXICAN HAT,,,,,R 16.50,,,Showerhead,Number Per Day,Yes,0.406,0.406,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,13,MINUTE,SINGLE,1,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFTH2,6L KIT DUAL FLOW,,,,,R 20.00,,,Flowregulator,Number Per Day,Yes,0.203,0.203,ELLIES,FLOWREGULATOR,SURFACED,FLOWREGULATOR,,,,,,,,,,,,,12,6,MINUTE,2 FUNCTION,2,1/2 inch,Existing - Flowregulator,,,,,,,,,,,,,,,,,,,
FSFSH16,GAZANIA,,,,,R 47.50,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Ceiling,,,,,,,,,,,,,,,,,,,
FSFSH15,STAR GAZER,,,,,R 42.00,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Ceiling,,,,,,,,,,,,,,,,,,,
